LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN1607300000000,16,73,"Owyhee County, ID",2016,"5,395","5,151",244,4.7,4.6,4,3.7,3.4,11288,11364,11618,11669,11823,38216,38954,39482,40274,40566,,,
CN1607500000000,16,75,"Payette County, ID",2016,"11,239","10,707",532,4.9,4.6,4,3.7,3.6,22790,22888,23163,23507,23951,38216,38954,39482,40274,40566,,,
CN1607700000000,16,77,"Power County, ID",2016,"3,905","3,741",164,4.6,4.1,3.4,3,3.1,7687,7681,7606,7700,7681,38216,38954,39482,40274,40566,,,
CN1607900000000,16,79,"Shoshone County, ID",2016,"5,080","4,708",372,7.6,7.1,6.4,5.9,5.9,12440,12416,12519,12790,12882,38216,38954,39482,40274,40566,,,
CN1608100000000,16,81,"Teton County, ID",2016,"5,996","5,803",193,3.4,3.2,2.6,2.3,2.2,10725,11165,11445,11651,12142,38216,38954,39482,40274,40566,,,
CN1608300000000,16,83,"Twin Falls County, ID",2016,"40,466","39,098","1,368",3.6,3.4,3,2.7,2.8,82245,83819,85374,86029,86878,38216,38954,39482,40274,40566,,,
CN1608500000000,16,85,"Valley County, ID",2016,"4,914","4,641",273,6.1,5.4,4.5,3.8,3.9,10043,10422,10667,11021,11392,38216,38954,39482,40274,40566,,,
CN1608700000000,16,87,"Washington County, ID",2016,"4,557","4,299",258,5.7,5.5,4.7,4.2,4.2,9891,10032,10051,10115,10194,38216,38954,39482,40274,40566,,,
CN1700100000000,17,1,"Adams County, IL",2016,"32,390","30,832","1,558",4.9,4.8,3.9,3.8,3.4,66835,66475,66057,65623,65435,57899,58279,58976,60504,61713,,,
CN1700300000000,17,3,"Alexander County, IL",2016,"2,303","2,090",213,9.1,9.3,8.3,8,6.2,6762,6459,6278,6041,5761,57899,58279,58976,60504,61713,,,
CN1700500000000,17,5,"Bond County, IL",2016,"7,901","7,495",406,5.3,5.1,4.4,4.3,3.8,16686,16546,16648,16637,16426,57899,58279,58976,60504,61713,,,
CN1700700000000,17,7,"Boone County, IL",2016,"26,317","24,646","1,671",6.5,6.4,6.7,5.6,5.6,53579,53570,53513,53480,53544,57899,58279,58976,60504,61713,,,
CN1700900000000,17,9,"Brown County, IL",2016,"2,865","2,768",97,3.5,3.4,2.9,2.6,2.4,6753,6637,6609,6563,6578,57899,58279,58976,60504,61713,,,
CN1701100000000,17,11,"Bureau County, IL",2016,"17,353","16,303","1,050",6.4,6,4.9,4.9,4.6,33491,33396,33137,32959,32628,57899,58279,58976,60504,61713,,,
CN1701300000000,17,13,"Calhoun County, IL",2016,"2,367","2,219",148,6.7,6.2,5.5,5.2,4.8,4860,4869,4851,4829,4739,57899,58279,58976,60504,61713,,,
CN1701500000000,17,15,"Carroll County, IL",2016,"7,850","7,406",444,5.4,5.7,4.6,4.4,4.1,14642,14596,14475,14314,14305,57899,58279,58976,60504,61713,,,
CN1701700000000,17,17,"Cass County, IL",2016,"6,228","5,878",350,5.6,5.6,4.5,4.4,4.1,12843,12672,12492,12312,12147,57899,58279,58976,60504,61713,,,
CN1701900000000,17,19,"Champaign County, IL",2016,"105,140","99,773","5,367",5,5,4.3,4.2,3.8,209382,210198,210425,209918,209689,57899,58279,58976,60504,61713,,,
CN1702100000000,17,21,"Christian County, IL",2016,"15,349","14,377",972,6.6,6.4,5.3,5.1,4.8,33463,33230,33007,32653,32304,57899,58279,58976,60504,61713,,,
CN1702300000000,17,23,"Clark County, IL",2016,"8,104","7,628",476,6.2,5.8,4.9,5.1,4.5,15868,15857,15812,15600,15441,57899,58279,58976,60504,61713,,,
CN1702500000000,17,25,"Clay County, IL",2016,"6,697","6,239",458,7,6.8,5.4,5.1,4.5,13401,13314,13270,13266,13184,57899,58279,58976,60504,61713,,,
CN1702700000000,17,27,"Clinton County, IL",2016,"20,394","19,481",913,4.5,4.5,3.6,3.5,3.1,37665,37599,37645,37697,37562,57899,58279,58976,60504,61713,,,
CN1702900000000,17,29,"Coles County, IL",2016,"24,390","22,948","1,442",6,5.9,4.7,4.6,4,52179,51783,51353,50829,50621,57899,58279,58976,60504,61713,,,
CN1703100000000,17,31,"Cook County, IL",2016,"2,666,307","2,502,317","163,990",6.2,6,5.1,4.1,3.8,5244088,5224272,5200821,5171960,5150233,57899,58279,58976,60504,61713,,,
CN1703300000000,17,33,"Crawford County, IL",2016,"9,014","8,451",563,5.9,6.2,5.3,5.2,4.3,19255,19133,18975,18830,18667,57899,58279,58976,60504,61713,,,
CN1703500000000,17,35,"Cumberland County, IL",2016,"5,940","5,629",311,5.2,5.2,4,3.9,3.4,10860,10868,10880,10804,10766,57899,58279,58976,60504,61713,,,
CN1703700000000,17,37,"DeKalb County, IL",2016,"54,759","51,828","2,931",5.5,5.3,4.6,4.3,4.1,104195,104080,104309,104349,104897,57899,58279,58976,60504,61713,,,
CN1703900000000,17,39,"De Witt County, IL",2016,"7,846","7,395",451,5.5,5.7,4.7,5,4.3,16184,16137,15906,15794,15638,57899,58279,58976,60504,61713,,,
CN1704100000000,17,41,"Douglas County, IL",2016,"10,244","9,760",484,4.9,4.7,4.1,4,3.6,19835,19727,19629,19458,19465,57899,58279,58976,60504,61713,,,
CN1704300000000,17,43,"DuPage County, IL",2016,"516,049","491,327","24,722",4.8,4.7,4,3.2,2.9,933609,931256,930265,927247,922921,57899,58279,58976,60504,61713,,,
CN1704500000000,17,45,"Edgar County, IL",2016,"9,668","9,088",580,6.2,6,4.9,4.6,4.2,17603,17519,17390,17360,17161,57899,58279,58976,60504,61713,,,
CN1704700000000,17,47,"Edwards County, IL",2016,"2,967","2,794",173,5.9,5.8,4.6,4.4,4.1,6511,6536,6448,6387,6395,57899,58279,58976,60504,61713,,,
CN1704900000000,17,49,"Effingham County, IL",2016,"18,647","17,763",884,4.8,4.7,3.8,3.7,3.3,34202,34170,34123,34181,34008,57899,58279,58976,60504,61713,,,
CN1705100000000,17,51,"Fayette County, IL",2016,"9,636","8,991",645,6.5,6.6,5.5,5.1,4.4,22036,21570,21514,21368,21336,57899,58279,58976,60504,61713,,,
CN1705300000000,17,53,"Ford County, IL",2016,"6,584","6,224",360,5.3,5.4,4.8,4.6,4.3,13529,13352,13298,13212,12961,57899,58279,58976,60504,61713,,,
CN1705500000000,17,55,"Franklin County, IL",2016,"16,568","15,218","1,350",8,8.1,6.5,6.1,5.4,39383,39075,38995,38695,38469,57899,58279,58976,60504,61713,,,
CN1705700000000,17,57,"Fulton County, IL",2016,"15,774","14,604","1,170",7.6,7.4,6.4,6.1,5.6,35713,35473,35104,34830,34340,57899,58279,58976,60504,61713,,,
CN1705900000000,17,59,"Gallatin County, IL",2016,"2,512","2,320",192,6.6,7.6,5.8,5.6,4.9,5221,5157,5071,5045,4828,57899,58279,58976,60504,61713,,,
CN1706100000000,17,61,"Greene County, IL",2016,"6,034","5,681",353,6.1,5.8,5.1,4.8,4.3,13345,13123,13156,13065,12969,57899,58279,58976,60504,61713,,,
CN1706300000000,17,63,"Grundy County, IL",2016,"25,665","23,910","1,755",7,6.7,5.8,4.8,4.5,50363,50317,50622,50973,51054,57899,58279,58976,60504,61713,,,
CN1706500000000,17,65,"Hamilton County, IL",2016,"4,224","3,958",266,5.5,6.3,4.5,4.3,3.9,8248,8186,8181,8148,8116,57899,58279,58976,60504,61713,,,
CN1706700000000,17,67,"Hancock County, IL",2016,"8,790","8,214",576,6.1,6.5,5.2,4.6,4.7,18216,18205,17958,17828,17708,57899,58279,58976,60504,61713,,,
CN1706900000000,17,69,"Hardin County, IL",2016,"1,397","1,260",137,8.4,9.7,7.8,7.6,6.6,4067,3991,3922,3893,3821,57899,58279,58976,60504,61713,,,
CN1707100000000,17,71,"Henderson County, IL",2016,"3,711","3,482",229,6,6.1,5.2,4.9,4.8,6997,6886,6819,6697,6646,57899,58279,58976,60504,61713,,,
CN1707300000000,17,73,"Henry County, IL",2016,"25,066","23,544","1,522",6.1,6,5.1,4.9,4.8,49638,49498,49219,49069,48913,57899,58279,58976,60504,61713,,,
CN1707500000000,17,75,"Iroquois County, IL",2016,"14,800","13,983",817,5.6,5.5,4.6,4.3,4.2,28522,28163,27777,27484,27114,57899,58279,58976,60504,61713,,,
CN1707700000000,17,77,"Jackson County, IL",2016,"28,710","27,154","1,556",5.5,5.4,4.5,4.5,3.8,59214,58726,57904,57289,56750,57899,58279,58976,60504,61713,,,
CN1707900000000,17,79,"Jasper County, IL",2016,"4,599","4,307",292,6.2,6.3,5,4.9,4.2,9630,9583,9523,9624,9610,57899,58279,58976,60504,61713,,,
CN1708100000000,17,81,"Jefferson County, IL",2016,"17,304","16,181","1,123",6.7,6.4,5.5,5.2,4.6,38272,38214,38045,37708,37684,57899,58279,58976,60504,61713,,,
CN1708300000000,17,83,"Jersey County, IL",2016,"11,179","10,528",651,6.3,5.8,4.8,4.8,4.4,22260,21947,21912,21795,21773,57899,58279,58976,60504,61713,,,
CN1708500000000,17,85,"Jo Daviess County, IL",2016,"11,353","10,739",614,5.4,5.4,4.5,4.3,4.1,22066,21814,21495,21331,21235,57899,58279,58976,60504,61713,,,
CN1708700000000,17,87,"Johnson County, IL",2016,"4,177","3,816",361,8.5,8.7,7.5,7.4,6,12777,12454,12399,12423,12417,57899,58279,58976,60504,61713,,,
CN1708900000000,17,89,"Kane County, IL",2016,"268,147","253,273","14,874",5.7,5.5,4.9,4.8,4.4,528760,530726,532272,532720,532403,57899,58279,58976,60504,61713,,,
CN1709100000000,17,91,"Kankakee County, IL",2016,"54,834","51,300","3,534",6.8,6.5,5.5,5.4,5,111750,111080,110540,109953,109862,57899,58279,58976,60504,61713,,,
CN1709300000000,17,93,"Kendall County, IL",2016,"66,843","63,356","3,487",5.2,5.1,4.3,3.6,3.3,122878,124535,126152,127717,128990,57899,58279,58976,60504,61713,,,
CN1709500000000,17,95,"Knox County, IL",2016,"23,190","21,775","1,415",6.1,6.2,5.2,5.2,5,51370,50917,50577,49978,49699,57899,58279,58976,60504,61713,,,
CN1709700000000,17,97,"Lake County, IL",2016,"371,411","351,972","19,439",5.4,5.2,4.5,4.4,4.1,704611,704158,702475,699587,696535,57899,58279,58976,60504,61713,,,
CN1709900000000,17,99,"LaSalle County, IL",2016,"57,245","53,384","3,861",6.9,6.8,5.6,5.7,5.3,111019,110215,109622,109159,108669,57899,58279,58976,60504,61713,,,
CN1710100000000,17,101,"Lawrence County, IL",2016,"6,168","5,708",460,7.1,7.4,6.1,5.7,5.2,16465,16182,16027,15813,15678,57899,58279,58976,60504,61713,,,
CN1710300000000,17,103,"Lee County, IL",2016,"17,948","17,024",924,5.3,5.1,4.4,4.3,4,34521,34494,34540,34296,34096,57899,58279,58976,60504,61713,,,
CN1710500000000,17,105,"Livingston County, IL",2016,"16,778","15,860",918,5.4,5.4,4.5,4.3,4.1,36605,36107,36124,35714,35648,57899,58279,58976,60504,61713,,,
CN1710700000000,17,107,"Logan County, IL",2016,"13,083","12,387",696,5.4,5.3,4.6,4.6,4.3,29284,29166,29034,28912,28618,57899,58279,58976,60504,61713,,,
CN1710900000000,17,109,"McDonough County, IL",2016,"13,955","13,078",877,6.1,6.3,5,4.9,4.7,31449,30907,30373,29984,29682,57899,58279,58976,60504,61713,,,
CN1711100000000,17,111,"McHenry County, IL",2016,"167,068","158,153","8,915",5.4,5.2,4.4,3.6,3.3,307572,307159,307815,308251,307774,57899,58279,58976,60504,61713,,,
CN1711300000000,17,113,"McLean County, IL",2016,"89,679","85,108","4,571",4.7,5.1,4.1,4.1,3.8,173141,173070,172754,172410,171517,57899,58279,58976,60504,61713,,,
CN1711500000000,17,115,"Macon County, IL",2016,"50,325","46,997","3,328",6.9,6.6,5.6,5.5,5.3,107343,106383,105399,104504,104009,57899,58279,58976,60504,61713,,,
CN1711700000000,17,117,"Macoupin County, IL",2016,"23,324","21,933","1,391",6.3,6,4.9,4.8,4.3,45876,45691,45505,45318,44926,57899,58279,58976,60504,61713,,,
CN1711900000000,17,119,"Madison County, IL",2016,"134,759","126,824","7,935",6,5.9,4.8,4.4,3.9,265996,265641,265251,264026,262966,57899,58279,58976,60504,61713,,,
CN1712100000000,17,121,"Marion County, IL",2016,"17,907","16,753","1,154",6.7,6.4,5.3,4.8,4.5,38359,38045,37726,37381,37205,57899,58279,58976,60504,61713,,,
CN1712300000000,17,123,"Marshall County, IL",2016,"5,691","5,316",375,6.6,6.6,5.4,5.1,4.8,11925,11881,11668,11483,11438,57899,58279,58976,60504,61713,,,
CN1712500000000,17,125,"Mason County, IL",2016,"6,450","5,990",460,7.1,7.1,6.1,5.8,5.3,13863,13675,13677,13533,13359,57899,58279,58976,60504,61713,,,
CN1712700000000,17,127,"Massac County, IL",2016,"6,059","5,632",427,7.3,7.1,6.5,6.9,5.6,14567,14440,14291,14023,13772,57899,58279,58976,60504,61713,,,
CN1712900000000,17,129,"Menard County, IL",2016,"6,816","6,501",315,4.8,4.7,4.2,4,3.8,12356,12398,12293,12289,12196,57899,58279,58976,60504,61713,,,
CN1713100000000,17,131,"Mercer County, IL",2016,"8,204","7,694",510,6.2,6.2,5.1,5.1,5,15746,15602,15608,15551,15437,57899,58279,58976,60504,61713,,,
CN1713300000000,17,133,"Monroe County, IL",2016,"18,307","17,561",746,4.4,4.1,3.4,3.4,3.1,33739,33913,34179,34373,34637,57899,58279,58976,60504,61713,,,
CN1713500000000,17,135,"Montgomery County, IL",2016,"12,103","11,248",855,7.5,7.1,5.7,5.8,5.2,29192,29061,28781,28691,28414,57899,58279,58976,60504,61713,,,
CN1713700000000,17,137,"Morgan County, IL",2016,"17,052","16,208",844,5,4.9,4.4,4.3,4,34673,34632,34245,34027,33658,57899,58279,58976,60504,61713,,,
CN1713900000000,17,139,"Moultrie County, IL",2016,"7,413","7,074",339,4.3,4.6,3.9,3.8,3.3,14743,14610,14701,14648,14501,57899,58279,58976,60504,61713,,,
CN1714100000000,17,141,"Ogle County, IL",2016,"25,819","24,293","1,526",6.1,5.9,5.1,4.9,4.8,51559,51148,50993,50781,50643,57899,58279,58976,60504,61713,,,
CN1714300000000,17,143,"Peoria County, IL",2016,"89,339","83,261","6,078",6.8,6.9,5.9,5.5,5.1,186481,185043,182525,180620,179179,57899,58279,58976,60504,61713,,,
CN1714500000000,17,145,"Perry County, IL",2016,"8,666","8,049",617,7.1,7.1,6,5.8,5.1,21521,21391,21281,21144,20916,57899,58279,58976,60504,61713,,,
CN1714700000000,17,147,"Piatt County, IL",2016,"8,416","7,992",424,4.9,4.9,4.1,4.1,3.6,16350,16524,16422,16366,16344,57899,58279,58976,60504,61713,,,
CN1714900000000,17,149,"Pike County, IL",2016,"7,544","7,159",385,5.1,5.1,4.5,4.7,4.3,15795,15742,15668,15595,15561,57899,58279,58976,60504,61713,,,
CN1715100000000,17,151,"Pope County, IL",2016,"1,765","1,642",123,7,6.9,6.3,5.8,5.6,4291,4182,4183,4184,4177,57899,58279,58976,60504,61713,,,
CN1715300000000,17,153,"Pulaski County, IL",2016,"2,093","1,908",185,8.8,8.5,8,7.9,6.6,5657,5604,5520,5434,5335,57899,58279,58976,60504,61713,,,
CN1715500000000,17,155,"Putnam County, IL",2016,"3,115","2,941",174,6.1,5.6,5,5.2,5,5727,5710,5694,5736,5739,57899,58279,58976,60504,61713,,,
CN1715700000000,17,157,"Randolph County, IL",2016,"14,528","13,797",731,5.4,5,4.4,4.3,3.7,32806,32414,32297,32177,31782,57899,58279,58976,60504,61713,,,
CN1715900000000,17,159,"Richland County, IL",2016,"7,511","7,062",449,5.8,5.9,4.8,4.6,4.1,15957,15829,15837,15695,15513,57899,58279,58976,60504,61713,,,
CN1716100000000,17,161,"Rock Island County, IL",2016,"72,000","67,478","4,522",6.3,6.3,5.1,5.1,4.9,146094,144943,143828,142621,141879,57899,58279,58976,60504,61713,,,
CN1716300000000,17,163,"St. Clair County, IL",2016,"127,263","119,542","7,721",6.5,6.1,5.1,5,4.5,264858,263187,262600,261360,259686,57899,58279,58976,60504,61713,,,
CN1716500000000,17,165,"Saline County, IL",2016,"9,978","9,119",859,7.7,8.6,6.5,6.4,5.3,24495,24230,23963,23789,23491,57899,58279,58976,60504,61713,,,
CN1716700000000,17,167,"Sangamon County, IL",2016,"106,214","101,046","5,168",5.3,5,4.4,4.3,4,198898,198026,197072,195639,194672,57899,58279,58976,60504,61713,,,
CN1716900000000,17,169,"Schuyler County, IL",2016,"3,338","3,146",192,5.8,5.6,4.6,4.3,4.2,7151,7030,6948,6870,6768,57899,58279,58976,60504,61713,,,
CN1717100000000,17,171,"Scott County, IL",2016,"2,545","2,402",143,5.9,5.7,5.3,5.1,4.7,5110,5052,4983,4927,4951,57899,58279,58976,60504,61713,,,
CN1717300000000,17,173,"Shelby County, IL",2016,"10,336","9,739",597,5.8,5.7,4.4,4.2,3.9,21819,21733,21774,21726,21634,57899,58279,58976,60504,61713,,,
CN1717500000000,17,175,"Stark County, IL",2016,"2,780","2,579",201,6.6,7.4,6.3,6.1,5.7,5505,5512,5457,5418,5342,57899,58279,58976,60504,61713,,,
CN1717700000000,17,177,"Stephenson County, IL",2016,"21,507","20,249","1,258",6.6,5.9,4.7,4.6,4.4,45668,45503,44997,44797,44498,57899,58279,58976,60504,61713,,,
CN1717900000000,17,179,"Tazewell County, IL",2016,"66,508","62,289","4,219",6.2,6.4,5.4,4.8,4.4,134302,133932,133489,132450,131803,57899,58279,58976,60504,61713,,,
CN1718100000000,17,181,"Union County, IL",2016,"7,498","6,942",556,7.6,7.4,6.5,6.3,5.7,17284,17105,16968,16832,16653,57899,58279,58976,60504,61713,,,
CN1718300000000,17,183,"Vermilion County, IL",2016,"34,974","32,446","2,528",7.1,7.3,6.5,6,5.1,79170,78494,77689,76702,75758,57899,58279,58976,60504,61713,,,
CN1718500000000,17,185,"Wabash County, IL",2016,"5,639","5,277",362,5.6,6.3,5,4.5,3.8,11624,11542,11523,11523,11520,57899,58279,58976,60504,61713,,,
CN1718700000000,17,187,"Warren County, IL",2016,"8,589","8,133",456,5.2,5.3,4.2,4.1,4.1,17455,17294,17144,16992,16844,57899,58279,58976,60504,61713,,,
CN1718900000000,17,189,"Washington County, IL",2016,"9,602","9,237",365,3.8,3.8,3,2.9,2.5,14262,14179,13963,13999,13887,57899,58279,58976,60504,61713,,,
CN1719100000000,17,191,"Wayne County, IL",2016,"7,269","6,647",622,6.8,8.5,6.2,5.5,4.8,16517,16542,16412,16326,16215,57899,58279,58976,60504,61713,,,
CN1719300000000,17,193,"White County, IL",2016,"6,834","6,382",452,5.7,6.6,4.9,4.1,3.8,14204,14079,13903,13618,13537,57899,58279,58976,60504,61713,,,
CN1719500000000,17,195,"Whiteside County, IL",2016,"28,622","26,954","1,668",6.2,5.8,4.8,4.4,4.3,56919,56476,55955,55553,55175,57899,58279,58976,60504,61713,,,
CN1719700000000,17,197,"Will County, IL",2016,"359,565","337,716","21,849",6.2,6,5,4.1,3.8,685877,688328,690479,691149,690743,57899,58279,58976,60504,61713,,,
CN1719900000000,17,199,"Williamson County, IL",2016,"32,053","30,068","1,985",6.1,6.2,5.2,5,4.3,67428,67454,67049,66982,66597,57899,58279,58976,60504,61713,,,
CN1720100000000,17,201,"Winnebago County, IL",2016,"141,635","132,235","9,400",7,6.7,6.5,5.6,5.7,287148,286065,284681,283630,282572,57899,58279,58976,60504,61713,,,
CN1720300000000,17,203,"Woodford County, IL",2016,"19,545","18,488","1,057",5,5.5,4.4,4,3.7,38930,38913,38670,38527,38459,57899,58279,58976,60504,61713,,,
CN1800100000000,18,1,"Adams County, IN",2016,"17,007","16,398",609,3.8,3.6,2.6,2.6,2.7,34945,35178,35385,35595,35777,47152,47727,48474,49182,49321,,,
CN1800300000000,18,3,"Allen County, IN",2016,"180,637","172,951","7,686",4.6,4.3,3.4,3.2,3.1,367362,369412,371723,375079,379299,47152,47727,48474,49182,49321,,,
CN1800500000000,18,5,"Bartholomew County, IN",2016,"44,457","42,955","1,502",3.6,3.4,2.8,2.7,2.5,81458,82231,82213,82722,83779,47152,47727,48474,49182,49321,,,
CN1800700000000,18,7,"Benton County, IN",2016,"4,657","4,463",194,4.5,4.2,3.4,3.3,3.2,8693,8658,8631,8653,8748,47152,47727,48474,49182,49321,,,
CN1800900000000,18,9,"Blackford County, IN",2016,"5,309","5,022",287,6,5.4,4.1,3.9,4,12242,12115,12028,11924,11758,47152,47727,48474,49182,49321,,,
CN1801100000000,18,11,"Boone County, IN",2016,"34,418","33,252","1,166",3.7,3.4,2.9,2.7,2.5,63033,64192,65723,66930,67843,47152,47727,48474,49182,49321,,,
CN1801300000000,18,13,"Brown County, IN",2016,"7,610","7,307",303,4.8,4,3.4,3.2,3,14994,14996,15010,15230,15092,47152,47727,48474,49182,49321,,,
CN1801500000000,18,15,"Carroll County, IN",2016,"10,227","9,798",429,4.3,4.2,3.5,3.3,3,19887,19973,20067,20188,20257,47152,47727,48474,49182,49321,,,
CN1801700000000,18,17,"Cass County, IN",2016,"17,983","17,144",839,4.6,4.6,3.9,3.7,3.5,38081,37905,37828,37895,37689,47152,47727,48474,49182,49321,,,
CN1801900000000,18,19,"Clark County, IN",2016,"60,672","58,167","2,505",4.5,4.2,3.5,3.5,3.3,114819,115588,116545,117280,118302,47152,47727,48474,49182,49321,,,
CN1802100000000,18,21,"Clay County, IN",2016,"12,423","11,837",586,5.3,4.7,3.8,4,3.5,26395,26210,26167,26175,26225,47152,47727,48474,49182,49321,,,
CN1802300000000,18,23,"Clinton County, IN",2016,"17,163","16,496",667,4,3.9,3.1,2.9,2.7,32373,32207,32195,32192,32399,47152,47727,48474,49182,49321,,,
CN1802500000000,18,25,"Crawford County, IN",2016,"5,018","4,736",282,6.1,5.6,4.5,4.5,4.1,10555,10583,10535,10594,10577,47152,47727,48474,49182,49321,,,
CN1802700000000,18,27,"Daviess County, IN",2016,"15,951","15,384",567,3.8,3.5,2.8,2.8,2.6,32823,33010,33136,33278,33351,47152,47727,48474,49182,49321,,,
CN1802900000000,18,29,"Dearborn County, IN",2016,"25,719","24,515","1,204",5.1,4.7,3.9,3.7,3.6,49455,49436,49564,49482,49458,47152,47727,48474,49182,49321,,,
CN1803100000000,18,31,"Decatur County, IN",2016,"14,473","13,956",517,4.1,3.6,3,3,2.9,26339,26565,26620,26725,26559,47152,47727,48474,49182,49321,,,
CN1803300000000,18,33,"DeKalb County, IN",2016,"22,168","21,294",874,4.1,3.9,3,2.9,2.8,42496,42652,42806,43208,43475,47152,47727,48474,49182,49321,,,
CN1803500000000,18,35,"Delaware County, IN",2016,"54,851","51,988","2,863",5.7,5.1,4.3,4.1,3.9,115767,115657,115246,114297,114135,47152,47727,48474,49182,49321,,,
CN1803700000000,18,37,"Dubois County, IN",2016,"23,391","22,661",730,3.4,3.1,2.6,2.5,2.4,42317,42450,42538,42674,42736,47152,47727,48474,49182,49321,,,
CN1803900000000,18,39,"Elkhart County, IN",2016,"107,999","104,231","3,768",3.9,3.5,2.6,2.6,3.1,202995,203642,204194,205617,206341,47152,47727,48474,49182,49321,,,
CN1804100000000,18,41,"Fayette County, IN",2016,"9,292","8,754",538,6.6,5.8,5.1,4.7,4.7,23388,23252,23154,23076,23102,47152,47727,48474,49182,49321,,,
CN1804300000000,18,43,"Floyd County, IN",2016,"41,205","39,525","1,680",4.3,4.1,3.4,3.3,3.2,76505,76734,77006,77834,78522,47152,47727,48474,49182,49321,,,
CN1804500000000,18,45,"Fountain County, IN",2016,"7,962","7,500",462,6,5.8,4,3.7,3.5,16537,16457,16419,16390,16346,47152,47727,48474,49182,49321,,,
CN1804700000000,18,47,"Franklin County, IN",2016,"11,488","10,990",498,5.1,4.3,3.6,3.8,3.4,22940,22770,22694,22706,22758,47152,47727,48474,49182,49321,,,
CN1804900000000,18,49,"Fulton County, IN",2016,"9,814","9,350",464,4.8,4.7,3.5,3.4,3.2,20340,20118,19995,20053,19974,47152,47727,48474,49182,49321,,,
CN1805100000000,18,51,"Gibson County, IN",2016,"19,196","18,495",701,3.8,3.6,3,2.7,2.5,33644,33644,33721,33610,33659,47152,47727,48474,49182,49321,,,
CN1805300000000,18,53,"Grant County, IN",2016,"32,112","30,513","1,599",5.4,4.9,3.9,3.9,3.7,67479,66669,66305,66039,65769,47152,47727,48474,49182,49321,,,
CN1805500000000,18,55,"Greene County, IN",2016,"13,721","12,818",903,6.9,6.5,4.8,4.5,4.1,32416,32228,32172,32059,31922,47152,47727,48474,49182,49321,,,
CN1805700000000,18,57,"Hamilton County, IN",2016,"172,142","166,647","5,495",3.4,3.2,2.8,2.7,2.5,308428,315902,322933,330311,338011,47152,47727,48474,49182,49321,,,
CN1805900000000,18,59,"Hancock County, IN",2016,"38,359","36,903","1,456",4.2,3.8,3.1,3.1,2.8,72413,73765,74998,76478,78168,47152,47727,48474,49182,49321,,,
CN1806100000000,18,61,"Harrison County, IN",2016,"19,992","19,155",837,4.6,4.2,3.5,3.5,3.2,39532,39661,39777,40214,40515,47152,47727,48474,49182,49321,,,
